Mesh,Pressure,Area_start,Area_end,Width_start,Width_end,Length_start,Length_end,Volume_1_start,Volume_2_start,Volume_1_end,Volume_2_end,Pore_width_start,Pore_width_end,Pore_height_start,Pore_height_end,Min_diameter_start,Min_diameter_end
2_6b,0.91,13.98,18.5,0,0,0,0,3113.3,2725.99,4087.42,3569.29,3.3,3.9,5.9,6.2,3.3,3.9
2_7a,0.01,48.11,51.18,0,0,0,0,3109.56,2828.75,3252.13,2951.91,6.5,7.1,11.2,10.9,6.5,7.1
2_7a,0.11,48.11,56.34,0,0,0,0,3109.56,2828.75,3425.56,3120.36,6.5,7.7,11.2,11,6.5,7.7
2_7a,0.21,48.11,58.74,0,0,0,0,3109.56,2828.75,3495.48,3184.41,6.5,7.8,11.2,11.1,6.5,7.8
2_7a,0.31,48.11,60.39,0,0,0,0,3109.56,2828.75,3546.99,3235.84,6.5,7.9,11.2,11.3,6.5,7.9
2_7a,0.41,48.11,61.75,0,0,0,0,3109.56,2828.75,3591.81,3282.39,6.5,8,11.2,11.4,6.5,8
2_7a,0.51,48.11,62.87,0,0,0,0,3109.56,2828.75,3633.69,3323.73,6.5,8,11.2,11.5,6.5,8
2_7a,0.61,48.11,63.77,0,0,0,0,3109.56,2828.75,3673.51,3362.29,6.5,8.1,11.2,11.6,6.5,8.1
2_7a,0.71,48.11,64.69,0,0,0,0,3109.56,2828.75,3711.21,3399.2,6.5,8.1,11.2,11.6,6.5,8.1
2_7a,0.81,48.11,65.42,0,0,0,0,3109.56,2828.75,3748.09,3434.44,6.5,8.1,11.2,11.6,6.5,8.1
2_7a,0.91,48.11,66.11,0,0,0,0,3109.56,2828.75,3784,3468.18,6.5,8.2,11.2,11.7,6.5,8.2
3_1,0.01,21.96,23.56,0,0,0,0,3301.1,3128.33,3459.57,3280.33,4.1,4.4,7.2,7.1,4.1,4.4
3_1,0.11,21.96,25.83,0,0,0,0,3301.1,3128.33,3626.04,3438.27,4.1,4.8,7.2,7.2,4.1,4.8
3_1,0.21,21.96,26.91,0,0,0,0,3301.1,3128.33,3698.77,3504.36,4.1,4.8,7.2,7.3,4.1,4.8
3_1,0.31,21.96,27.77,0,0,0,0,3301.1,3128.33,3757.29,3560.84,4.1,5,7.2,7.4,4.1,5
3_1,0.41,21.96,28.4,0,0,0,0,3301.1,3128.33,3807.56,3610.79,4.1,5,7.2,7.5,4.1,5
3_1,0.51,21.96,28.9,0,0,0,0,3301.1,3128.33,3854.55,3654.81,4.1,5,7.2,7.6,4.1,5
3_1,0.61,21.96,29.39,0,0,0,0,3301.1,3128.33,3898.42,3696.93,4.1,5.1,7.2,7.6,4.1,5.1
3_1,0.71,21.96,29.77,0,0,0,0,3301.1,3128.33,3940.91,3736.85,4.1,5.1,7.2,7.6,4.1,5.1
3_1,0.81,21.96,30.03,0,0,0,0,3301.1,3128.33,3982.28,3775.56,4.1,5.1,7.2,7.7,4.1,5.1
3_1,0.91,21.96,30.27,0,0,0,0,3301.1,3128.33,4022.66,3812.73,4.1,5.1,7.2,7.8,4.1,5.1
3_2,0.01,20.78,24.63,0,0,0,0,3754.81,3657.4,3938.67,3839.31,2.7,3.4,8.5,8.7,2.7,3.4
3_2,0.11,20.78,28.93,0,0,0,0,3754.81,3657.4,4156.93,4071.27,2.7,3.9,8.5,9.1,2.7,3.9
3_2,0.21,20.78,30.85,0,0,0,0,3754.81,3657.4,4242.76,4155.4,2.7,4.1,8.5,9.3,2.7,4.1
3_2,0.31,20.78,32.32,0,0,0,0,3754.81,3657.4,4311.4,4221.77,2.7,4.2,8.5,9.4,2.7,4.2
3_2,0.41,20.78,33.16,0,0,0,0,3754.81,3657.4,4373.8,4281.37,2.7,4.3,8.5,9.4,2.7,4.3
