Mesh ID,Cross-section type,Pressure (MPa),Aspect Ratio,Pore Area (um^2)
idealised_final_3_7,oval,0.9,[np.float64(1.3227740567069335)],33.32
idealised_final_3_4,oval,0.4,[np.float64(1.046017880205755)],26.3958
idealised_final_1_8,circular,1.1,[np.float64(0.9471420691059731)],65.1042
idealised_final_1_6,circular,1.2,[np.float64(1.0567185124778466)],55.630100000000006
idealised_final_2_6a,circular,1.6,[np.float64(0.9198903856698796)],19.9941
idealised_final_1_3,circular,1.9,[np.float64(0.9260137870613303)],43.0496
idealised_final_3_6,circular,1.7,[np.float64(1.0675028623699694)],39.858000000000004
idealised_final_1_5,circular,2.0,[np.float64(0.9209989054467087)],47.449000000000005
idealised_final_1_6,circular,0.2,[np.float64(0.9955668394899592)],55.4403
idealised_final_1_4,oval,0.6,[np.float64(1.1198484378658007)],46.8583
idealised_final_2_1,oval,1.9,[np.float64(1.0589169641341716)],81.8893
idealised_final_3_4,oval,0.5,[np.float64(1.0352250030133294)],26.576
idealised_final_3_2,oval,1.2,[np.float64(1.0460986339521674)],25.168400000000002
idealised_final_3_7,circular,0.4,[np.float64(1.0166694256161164)],24.765700000000002
idealised_final_3_7,circular,0.8,[np.float64(1.0421328049846637)],24.8333
idealised_final_2_3,oval,0.1,[np.float64(1.3162834401743024)],75.7246
idealised_final_1_5,circular,1.2,[np.float64(0.9347671164517868)],48.7891
idealised_final_1_6,circular,1.8,[np.float64(1.0695314409462726)],55.1424
idealised_final_3_4,circular,1.2,[np.float64(1.0616673684726883)],25.2342
idealised_final_1_6,circular,2.0,[np.float64(1.0723841241525094)],54.9917
idealised_final_3_7,circular,0.5,[np.float64(1.024132345150838)],24.805300000000003
idealised_final_3_7,oval,1.4,[np.float64(1.2481882521562626)],34.859300000000005
idealised_final_2_3,oval,1.8,[np.float64(1.0625268987128325)],83.1101
idealised_final_3_7,oval,0.1,[np.float64(1.78534471856003)],27.182600000000004
idealised_final_1_4,circular,0.1,[np.float64(0.998125932346649)],43.2809
idealised_final_2_3,oval,1.5,[np.float64(1.077869797130845)],82.5499
idealised_final_1_8,circular,0.3,[np.float64(0.9789989256904091)],66.115
idealised_final_1_6,oval,1.8,[np.float64(1.083883429625836)],67.7369
idealised_final_1_4,oval,2.0,[np.float64(1.0250731840988194)],48.159000000000006
idealised_final_3_4,oval,1.2,[np.float64(1.0121623749781523)],26.729400000000002
idealised_final_1_8,oval,0.5,[np.float64(1.0781988729191399)],68.3446
idealised_final_1_4,oval,1.5,[np.float64(1.0457989247385167)],47.9091
idealised_final_3_2,oval,1.5,[np.float64(1.0287011507590316)],25.188200000000002
idealised_final_3_2,circular,0.5,[np.float64(0.9691248744320516)],23.104400000000002
idealised_final_2_3,oval,0.4,[np.float64(1.2055928184831168)],78.52420000000001
idealised_final_1_6,oval,0.8,[np.float64(1.174138993921434)],65.1962
idealised_final_3_2,circular,0.6,[np.float64(1.0387893601843827)],23.085500000000003
idealised_final_1_4,circular,0.2,[np.float64(0.9897355695930287)],43.5441
idealised_final_2_1,circular,0.9,[np.float64(0.9573821227816878)],72.5684
idealised_final_1_4,circular,1.7,[np.float64(0.9347029199966485)],42.716800000000006
idealised_final_3_2,oval,2.0,[np.float64(1.0079141428767084)],25.1609
idealised_final_1_4,oval,0.8,[np.float64(1.096278015556005)],47.267700000000005
idealised_final_3_7,circular,0.9,[np.float64(1.0470202656119965)],24.765
idealised_final_1_6,oval,1.0,[np.float64(1.1474773553344806)],65.9175
idealised_final_1_6,circular,1.3,[np.float64(1.0594201849179086)],55.5545
idealised_final_2_1,circular,0.0,[np.float64(1.0026128038443964)],73.4116
idealised_final_3_4,oval,1.4,[np.float64(1.0206888465603101)],26.6341
idealised_final_1_3,circular,1.3,[np.float64(0.9363099099683893)],43.910500000000006
idealised_final_1_4,oval,1.4,[np.float64(1.0510686763622752)],47.8629
idealised_final_3_7,oval,0.8,[np.float64(1.3454481304813246)],32.8865
idealised_final_3_7,circular,1.4,[np.float64(1.0657120096698813)],24.475
idealised_final_2_3,circular,0.3,[np.float64(0.9785806166587895)],74.1606
idealised_final_1_3,oval,0.6,[np.float64(1.1938609803847013)],49.28810000000001
idealised_final_2_3,oval,1.4,[np.float64(1.0839632040494138)],82.3457
idealised_final_1_5,oval,0.9,[np.float64(1.1411921982997848)],56.32020000000001
idealised_final_1_5,circular,0.5,[np.float64(0.9619740229144371)],49.92940000000001
idealised_final_3_6,circular,1.8,[np.float64(1.0694637261188786)],39.7581
idealised_final_2_7,oval,1.8,[np.float64(1.0648755655016224)],60.2374
idealised_final_2_1,oval,0.2,[np.float64(1.2631616777467778)],75.6362
idealised_final_3_4,circular,1.1,[np.float64(1.057919641597904)],25.2984
idealised_final_1_3,circular,0.5,[np.float64(0.9648465128237923)],45.03640000000001
idealised_final_2_6a,oval,0.0,[np.float64(1.6158497909194847)],21.0004
idealised_final_1_8,oval,0.9,[np.float64(1.0422410656788903)],68.8906
idealised_final_3_7,circular,0.3,[np.float64(1.0083423079579208)],24.5819
idealised_final_2_1,oval,1.5,[np.float64(1.0780482815694172)],81.1712
idealised_final_2_6a,circular,1.8,[np.float64(0.9158992237258498)],19.7899
idealised_final_2_7,circular,0.7,[np.float64(0.9676553159335644)],51.861900000000006
idealised_final_1_4,oval,1.7,[np.float64(1.0365202789468602)],48.0338
idealised_final_3_6,oval,2.0,[np.float64(1.1800895012824573)],60.6507
idealised_final_2_1,circular,0.8,[np.float64(0.9600251338853408)],72.67360000000001
idealised_final_3_4,circular,2.0,[np.float64(1.0832100422856918)],24.5366
idealised_final_1_4,circular,0.7,[np.float64(0.9618218420120122)],43.6462
idealised_final_1_6,oval,0.3,[np.float64(1.2933818604712564)],61.88230000000001
idealised_final_3_2,circular,1.9,[np.float64(1.0879804370646213)],22.0518
idealised_final_3_2,circular,1.8,[np.float64(1.085562924221412)],22.1312
idealised_final_3_7,oval,0.0,[np.float64(2.125649976553952)],22.533800000000003
