Mesh,Pressure,Area_start,Area_end,Width_start,Width_end,Length_start,Length_end, Volume_1_start, Volume_2_start, Volume_1_end, Volume_2_end
1_4,0.21,40.54,64.31,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4067,4252.08
1_4,0.22,40.54,64.77,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4074.22,4260.72
1_4,0.23,40.54,65.09,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4081.16,4269.14
1_4,0.24,40.54,65.55,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4087.67,4277.96
1_4,0.25,40.54,66.17,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4094.8,4287.25
1_4,0.26,40.54,66.54,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4101.46,4295.26
1_4,0.27,40.54,67.02,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4108.09,4303.21
1_4,0.28,40.54,67.37,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4116.14,4310.66
1_4,0.29,40.54,67.72,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4122.45,4319.45
1_4,0.3,40.54,68.09,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4128.69,4327.31
1_4,0.31,40.54,68.51,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4134.7,4335.4
1_4,0.32,40.54,68.87,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4140.96,4342.79
1_4,0.33,40.54,69.19,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4147.34,4350.05
1_4,0.34,40.54,69.46,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4153.41,4357.47
1_4,0.35,40.54,69.91,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4159.11,4365.16
1_4,0.36,40.54,70.3,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4165.26,4372.27
1_4,0.37,40.54,70.59,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4171.08,4379.77
1_4,0.38,40.54,70.95,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4177.15,4387.02
1_4,0.39,40.54,71.2,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4183.05,4394.48
1_4,0.4,40.54,71.63,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4189.29,4401.36
1_4,0.41,40.54,71.99,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4195.24,4408.2
1_4,0.42,40.54,72.33,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4200.25,4415.85
1_4,0.43,40.54,72.62,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4206.18,4422.6
1_4,0.44,40.54,72.94,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4212.08,4429.81
1_4,0.45,40.54,73.19,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4217.7,4437.25
1_4,0.46,40.54,73.52,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4223.45,4444.2
1_4,0.47,40.54,73.73,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4229.73,4450.97
1_4,0.48,40.54,74.15,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4235.47,4457.74
1_4,0.49,40.54,74.47,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4241.38,4464.36
1_4,0.5,40.54,74.66,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4247.36,4470.97
1_4,0.51,40.54,74.98,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4253.07,4477.48
1_4,0.52,40.54,75.3,4.90748,4.90748,14.314,14.314,3463.16,3596.71,4258.75,4483.93
